title,product_description,rating,initial_price,discount,images,seller_name,related_categories
"Kichler Lighting Winslow 3 - Light Chandelier in  Black","The modern Winslow 3-light mini chandelier in a Black finish with Clear Seeded glass shade pair beautifully with the linear arms, bringing light and dimension to a space.   Chain Length: 36.00",4.5,"""$134.95""","9.996294924045941","[""https://target.scene7.com/is/image/Target/GUEST_e505c9d5-51c0-47f4-9f5a-4eeed0403040"",""https://target.scene7.com/is/image/Target/GUEST_0135e900-ab4f-483d-86b4-0efe1d76ad29"",""https://target.scene7.com/is/image/Target/GUEST_6372bd24-d1a6-4dd8-99b9-e502975d3ae3"",""https://target.scene7.com/is/image/Target/GUEST_e01d9de1-295d-4f31-9e4a-c77d52b5d798""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Kichler Lighting Bretta 2 - Light Flush Mount in  Black","Collection: Bretta, Material: Steel, Finish Color: Black, Width: 13.5"", Height: 7.25"", Hanging Method: Flush, Lamping Type: Incandescent, Number Of Bulbs: 2, Wattage: 60 Watts, Moisture Rating: Damp Rated,",4.86,"""$279.99""","20.00071431122541","[""https://target.scene7.com/is/image/Target/GUEST_4f183ac6-5dfe-4244-91ad-03f0db2f8ab0""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Kichler Lighting Outdoor Plastic Fixtures 1 - Light Chandelier in  White","Built to stand up to the weather, these attractive polypropylene lanterns are virtually in.maintenance freein., as they never require painting, will not rust, corrode, or fade.  This one light, outdoor Polypropylene Flush Mount features a black finish with frosted white glass that protects a 60-watt (max.) bulb. It measures 4in. high and is U.L. listed for damp location.",4.63,"""$34.95""","9.9856938483548","[""https://target.scene7.com/is/image/Target/GUEST_275f36bc-94a3-459a-b194-a72af4c4b82b""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Kichler Lighting Atwood 1 - Light Wall Light in  Brownstone","The Simple Transitional Style Of This 1 Light Wall Lantern From The Atwood(Tm) Family Is Perfect For Today'S Traditional Architecture. The Subtle Tone Of The Brownstone Finish And Light Umber Seedy Glass Coordinate Beautifully. Everything About This Tapered Round Lantern From Its Cast Aluminum Rings To Its Stepped Canopy Make It An Ideal Complement To Your Home.   Back Plate Height: 9.60  Back Plate Width: 5.80",5,"""$264.99""","24.00090569455452","[""https://target.scene7.com/is/image/Target/GUEST_02641e15-166d-436b-ac91-51917bf9c56f"",""https://target.scene7.com/is/image/Target/GUEST_de1f801a-aac9-4db1-b1eb-38f71cb84b07"",""https://target.scene7.com/is/image/Target/GUEST_0b124a53-eb9d-4cfb-80d7-c43e03f94bcd""]","Target","[{""category_name"":""Outdoor Wall Lighting"",""category_url"":""https://www.target.com/c/outdoor-wall-lighting-living-garden/-/N-4yihj""},{""category_name"":""Novelty Lighting"",""category_url"":""https://www.target.com/c/novelty-lighting-lamps-home-decor/-/N-56dut""},{""category_name"":""Gamer & Sport Teen Room Ideas"",""category_url"":""https://www.target.com/c/gamer-sport-teen-room-ideas/-/N-bboaw""},{""category_name"":""Nursery Lamps & Lighting"",""category_url"":""https://www.target.com/c/nursery-lamps-lighting-decor-baby/-/N-5xtgn""},{""category_name"":""Kids’ Lamps & Lighting"",""category_url"":""https://www.target.com/c/kids-lamps-lighting-decor-home/-/N-5xtx0""},{""category_name"":""Outdoor Security Lights"",""category_url"":""https://www.target.com/c/outdoor-security-lights-lighting-living-garden/-/N-4yihh""}]"
"Men's Georgia Boot Suspension System Waterproof Wellington Work Boot","A great work boot for the farm or ranch, the Georgia Boot® Suspension System Waterproof Wellington Work Boot is comfortable and keeps your feet dry.This pull-on boot is a guaranteed waterproof boot. Water, mud and muck stay on the outside when you wear this boot.Made of full-grain leather, the men's boot also looks good. It has just hint of a western shape, helping it fit right on a ranch or farm.And whether you work in agriculture or an entirely different industry, comfort is important. This definitely is a comfortable boot due to the CC5 Comfort Core® insole. This polyurethane insole was created for stability and comfort. It has an ergonomic arch for hours on your feet, and perforations on the underside make sure that air flows to your feet.Other interior features include a steel shank for even more arch support and a mesh lining.This footwear has a polyurethane Suspension Outsole that's oil resistant and slip resistant. The outsole has suspended center lugs that help reduce the impact of work site conditions and dissipate energy into the midsole. This flexible outsole has Pivot Pods that resist abrasions for a longer-lasting outsole.The 11-inch construction boot has pull straps at the top so it goes on easy.If you need a waterproof work boot, why not make it a comfortable work boot, too? You deserve it, and you get both with this Suspension System boot.",3.8,"""$165.00""","","[""https://target.scene7.com/is/image/Target/GUEST_6ec0f12b-693f-4632-867b-f372ae22b7cf"",""https://target.scene7.com/is/image/Target/GUEST_9f8cd16b-c0bb-4c9e-88f4-18dfe1417449"",""https://target.scene7.com/is/image/Target/GUEST_49a2a17a-d2ba-4740-b079-7b6f6fabf90c"",""https://target.scene7.com/is/image/Target/GUEST_f53f1028-62c5-45d2-bc18-a64dccc91273"",""https://target.scene7.com/is/image/Target/GUEST_5cbe3bfa-6516-4cda-bb1d-ec7232735019"",""https://target.scene7.com/is/image/Target/GUEST_2fe7acbe-b9d9-4c54-86d9-a963c81a2e37"",""https://target.scene7.com/is/image/Target/GUEST_54d8cbb5-a053-434c-8539-b5951483a519""]","Target","[{""category_name"":""Boots"",""category_url"":""https://www.target.com/c/boots-men-s-shoes-clothing-accessories/-/N-5xu1v""},{""category_name"":""Hiking Boots & Shoes"",""category_url"":""https://www.target.com/c/hiking-boots-shoes-men/-/N-cm36s""},{""category_name"":""Work Boots & Work Shoes"",""category_url"":""https://www.target.com/c/work-boots-shoes-men-s/-/N-4so3m""},{""category_name"":""Men’s Shoes"",""category_url"":""https://www.target.com/c/men-s-shoes/-/N-5xu1w""},{""category_name"":""Men’s Footwear"",""category_url"":""https://www.target.com/c/men-s-footwear/-/N-cmjw5""},{""category_name"":""New Men’s Shoes"",""category_url"":""https://www.target.com/c/new-men-s-shoes/-/N-nvbwp""}]"
"Kichler Lighting Vath 4 - Light Pendant in  Black","Vath is a smart pendant with all the right lines. Mixed finishes add decorative interest to the frames, bringing highlights and dimension. The curved top softens the look, for a sophisticated Aaa yet not too fussy Aaa addition to living areas and work spaces.   Chain Length: 72.00",5,"""$334.99""","24.000716439296696","[""https://target.scene7.com/is/image/Target/GUEST_957df793-c0a5-4c6a-8340-2ca0ba718325"",""https://target.scene7.com/is/image/Target/GUEST_0ef5b9d6-a2f6-4046-a4b3-46cefc91ac88"",""https://target.scene7.com/is/image/Target/GUEST_3ef5a33f-14d8-4ff9-8ef0-8ed9162fa7be"",""https://target.scene7.com/is/image/Target/GUEST_32122021-0e5b-4195-912d-05ce28df4905""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Kichler Lighting Vath 4 - Light Pendant in  White","Vath is a smart pendant with all the right lines. Mixed finishes add decorative interest to the frames, bringing highlights and dimension. The curved top softens the look, for a sophisticated  yet not too fussy  addition to living areas and work spaces.",5,"""$334.99""","24.000716439296696","[""https://target.scene7.com/is/image/Target/GUEST_19cc1cd8-c239-48c3-a2b8-c0b3adf01178"",""https://target.scene7.com/is/image/Target/GUEST_a618b6da-302c-41d7-81de-e0a9ef255cd1""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Women's Fleece Half Zip Pullover Sweatshirt - All In Motion™","Why we're ALL IN:<br /><br />Pullover fleece sweatshirt in a solid shade is designed to keep you moving comfortably through your day. Features a collared neckline with a half-length zippered front and long sleeves with thumbhole cuffs. Made with lightweight cotton-recycled polyester blend fabric to keep you warm and cozy on chilly days. Side pockets provide space for on-the-go essentials, and ribbed edges lend a crisp look.<br /><br />All in Motion™: Made for every move, priced for every day.",4.43,"""$25.00""","","[""https://target.scene7.com/is/image/Target/GUEST_c325ed13-5c9d-49ab-8194-b417513c7845"",""https://target.scene7.com/is/image/Target/GUEST_24ad5476-e611-48d3-9a98-b60ea108a2f7"",""https://target.scene7.com/is/image/Target/GUEST_82e189c8-1fe0-44c3-ac74-1292e89b4329"",""https://target.scene7.com/is/image/Target/GUEST_9c32e70d-54e5-437a-bbe8-5d1b8696361c"",""https://target.scene7.com/is/image/Target/GUEST_5d7afbcb-05e6-4ca9-95f8-15eda5c28f7b"",""https://target.scene7.com/is/image/Target/GUEST_ec8724a4-10e4-4aa3-b139-399db5fda116"",""https://target.scene7.com/is/image/Target/GUEST_766a9703-47df-49e6-b619-9db74c408a21"",""https://target.scene7.com/is/image/Target/GUEST_4c160e13-c2d3-44b3-8517-cdd4427f415e"",""https://target.scene7.com/is/image/Target/GUEST_d28b9d49-9dbf-4c93-8812-08ae4d376658"",""https://target.scene7.com/is/image/Target/GUEST_3d5b52eb-beb9-4aad-b786-56b1535631d4"",""https://target.scene7.com/is/image/Target/GUEST_a3ebee18-fa39-433a-b40f-0c5ab2ddf542""]","Target","[{""category_name"":""Women’s Activewear"",""category_url"":""https://www.target.com/c/activewear-women-s-clothing/-/N-5xtcl""},{""category_name"":""All In Motion Women's"",""category_url"":""https://www.target.com/c/all-in-motion-women-s/-/N-g1jgb""},{""category_name"":""Workout Bottoms"",""category_url"":""https://www.target.com/c/workout-bottoms-activewear-women-s-clothing/-/N-5xtck""},{""category_name"":""Travelwear"",""category_url"":""https://www.target.com/c/travelwear-activewear-women-s-clothing/-/N-q90fh""},{""category_name"":""Workout Shorts & Skirts"",""category_url"":""https://www.target.com/c/workout-shorts-skirts-bottoms-activewear-women-s-clothing/-/N-4y61n""},{""category_name"":""Pickleball Apparel"",""category_url"":""https://www.target.com/c/pickleball-apparel/-/N-acnwn""}]"
"Women's Active Light High-Rise Wide Leg Lifestyle Shorts 3.5"" - All In Motion™","Why we're ALL IN:<br /><br />3.5-inch woven lifestyle shorts in a solid hue with a high-rise cut, loose fit and wide legs. Made of lightweight recycled polyester with spandex for flexible comfort. Boast moisture-wicking and quick-drying properties to help keep you nice and cool. Side pockets and elasticized waistband with a drawstring complete the design with functional flair.<br /> <br />All in Motion™: Made for every move, priced for every day.",4.34,"""$20.00""","","[""https://target.scene7.com/is/image/Target/GUEST_31400807-bde6-473f-8a41-082d44cf862b"",""https://target.scene7.com/is/image/Target/GUEST_f519d542-3b3a-44ef-a248-51e89896c591"",""https://target.scene7.com/is/image/Target/GUEST_5d6d024e-aaa2-4845-bf6e-a7a356cab58f"",""https://target.scene7.com/is/image/Target/GUEST_6651433a-555c-4f73-842d-14bbb6eeda0d"",""https://target.scene7.com/is/image/Target/GUEST_1cb1345a-84c5-4074-bb66-9b582f556014""]","Target","[{""category_name"":""Workout Shorts & Skirts"",""category_url"":""https://www.target.com/c/workout-shorts-skirts-bottoms-activewear-women-s-clothing/-/N-4y61n""},{""category_name"":""Workout Bottoms"",""category_url"":""https://www.target.com/c/workout-bottoms-activewear-women-s-clothing/-/N-5xtck""},{""category_name"":""Shorts & Skorts"",""category_url"":""https://www.target.com/c/shorts-skorts/-/N-m0re8""},{""category_name"":""Women’s Activewear"",""category_url"":""https://www.target.com/c/activewear-women-s-clothing/-/N-5xtcl""},{""category_name"":""Shorts"",""category_url"":""https://www.target.com/c/shorts-women-s-clothing/-/N-5xtc5""},{""category_name"":""Travelwear"",""category_url"":""https://www.target.com/c/travelwear-activewear-women-s-clothing/-/N-q90fh""}]"
"Women's Beetlejuice Print Graphic Sweatshirt - Black","Upgrade your wardrobe with the Women's Beetlejuice Print Graphic Sweatshirt - Black. With sandworm graphics, it gives a cool, fun vibe that is perfect for Halloween. Made of midweight fabric, you can wear this and comfortably run errands or lounge around all day. This sweatshirt can be easily cared for with a machine wash and tumble dry.",3.7,"""$21.99""","","[""https://target.scene7.com/is/image/Target/GUEST_19eae174-60d0-47b0-b313-d9566bec0dfd"",""https://target.scene7.com/is/image/Target/GUEST_134318a2-333d-4b0e-add0-96fb96c7af54"",""https://target.scene7.com/is/image/Target/GUEST_c11ea2bc-e288-41dd-b779-60a878e306f6""]","Target","[{""category_name"":""Graphic Clothing"",""category_url"":""https://www.target.com/c/graphic-clothing/-/N-40ddb""},{""category_name"":""Graphic Tees"",""category_url"":""https://www.target.com/c/graphic-tees-sweatshirts-women-s-clothing/-/N-4y2xw""},{""category_name"":""Value Graphic Tees"",""category_url"":""https://www.target.com/c/value-graphic-tees/-/N-iofoz""},{""category_name"":""New Graphics"",""category_url"":""https://www.target.com/c/new-graphics/-/N-aw3xm""},{""category_name"":""Graphic Tees & Sweatshirts"",""category_url"":""https://www.target.com/c/graphic-tees-t-shirts-men-s-clothing/-/N-55cxi""},{""category_name"":""Young Adult New Arrivals"",""category_url"":""https://www.target.com/c/young-adult-new-arrivals/-/N-b7999""}]"
"FCMP Outdoor Wicker-Pattern Resin Indoor/Outdoor Self-Watering Pedestal Taper Planter for Potted Pla","Enjoy the classic look of a tapered pedestal planter with the modern convenience of self-watering with the FCMP Outdoor Wicker-Pattern Resin Self-Watering Pedestal Taper Planter Set.

These planters are self-watering, so they do all the work for you. A reversible liner allows you to drill drainage holes if you prefer to display a potted plant elevated in this pedestal planter.

Each planter stands and features a wicker-pattern design. High grade recycled resin that is BPA-free and UV inhibited means they will not fade in sunlight.

Refresh your front porch or patio and elevate your style with the durability and elegance of the Wicker-Pattern Resin Self-Watering Pedestal Taper Planter Set by FCMP Outdoor.",4.8,"""$179.99""","49.447191510639485","[""https://target.scene7.com/is/image/Target/GUEST_1c114aa9-bba8-4312-bdd8-dd6433d5ae5c"",""https://target.scene7.com/is/image/Target/GUEST_1b534b9d-1fa5-496e-a66e-a934eac7631b"",""https://target.scene7.com/is/image/Target/GUEST_d5191814-ef0a-4e8f-b7b5-abc87f85df28"",""https://target.scene7.com/is/image/Target/GUEST_ee5f5f23-3e56-4984-98a4-3ac78f13552c"",""https://target.scene7.com/is/image/Target/GUEST_9f39acd6-37df-40c1-a886-23e6bb29c380"",""https://target.scene7.com/is/image/Target/GUEST_f28a185a-21c0-44dc-ab12-b8e08eab51f3""]","Target","[{""category_name"":""Carts & Drawer Units"",""category_url"":""https://www.target.com/c/carts-drawer-units-storage-organization-home/-/N-5xto6""},{""category_name"":""Utility Storage Deals"",""category_url"":""https://www.target.com/c/utility-storage-deals/-/N-itoez""},{""category_name"":""Garage Storage"",""category_url"":""https://www.target.com/c/garage-storage-organization-home/-/N-5xtny""},{""category_name"":""Furniture Deals"",""category_url"":""https://www.target.com/c/furniture-sale/-/N-13iww""},{""category_name"":""Storage & Organization Deals"",""category_url"":""https://www.target.com/c/storage-organization-deals/-/N-hftnh""},{""category_name"":""Silverware & Drawer Organizers"",""category_url"":""https://www.target.com/c/silverware-drawer-organizers-kitchen/-/N-ttkkw""}]"
"Kichler Lighting New Street Series 05 Outdoor 1 - Light Wall Light in  Olde Bronze","The one light New Street Wall Lantern features a classic profile with Black finish and clear glass panels. It uses a 60-watt (max.) bulb, measures 8in. high, and is U.L. listed for wet location.   Back Plate Height: 2.13  Back Plate Width: 4.50",4.78,"""$34.95""","9.9856938483548","[""https://target.scene7.com/is/image/Target/GUEST_6d6481ed-5007-4c6f-b7a5-d576b79bc904""]","Target","[{""category_name"":""Outdoor Wall Lighting"",""category_url"":""https://www.target.com/c/outdoor-wall-lighting-living-garden/-/N-4yihj""},{""category_name"":""Novelty Lighting"",""category_url"":""https://www.target.com/c/novelty-lighting-lamps-home-decor/-/N-56dut""},{""category_name"":""Gamer & Sport Teen Room Ideas"",""category_url"":""https://www.target.com/c/gamer-sport-teen-room-ideas/-/N-bboaw""},{""category_name"":""Nursery Lamps & Lighting"",""category_url"":""https://www.target.com/c/nursery-lamps-lighting-decor-baby/-/N-5xtgn""},{""category_name"":""Kids’ Lamps & Lighting"",""category_url"":""https://www.target.com/c/kids-lamps-lighting-decor-home/-/N-5xtx0""},{""category_name"":""Outdoor Security Lights"",""category_url"":""https://www.target.com/c/outdoor-security-lights-lighting-living-garden/-/N-4yihh""}]"
"Women's Marled 2pk Cozy Low Cut Socks - Auden™ 4-10","Keep your feet warm with these ultra-plush, supremely soft Women's Marled 2pk Cozy Low Cut Socks from Auden™ 4-10. Made from buttery soft yarns, they're perfect for lounging around and pairing with your favorite Auden PJs. Whether you're relaxing at home or looking for an ideal gift for a friend, these cozy socks are a great choice for any season. <br /><br /><br />Auden™: Fit for you in every way.<br />",4.55,"""$8.00""","","[""https://target.scene7.com/is/image/Target/GUEST_b747f189-cbfa-4894-8e9c-abbf03858841"",""https://target.scene7.com/is/image/Target/GUEST_1047020b-eaa9-4ec6-8d8f-bbabf4c2e453"",""https://target.scene7.com/is/image/Target/GUEST_b95f91de-ad12-467e-b724-df0667437679""]","Target","[{""category_name"":""Socks & Hosiery"",""category_url"":""https://www.target.com/c/socks-hosiery-women-s-clothing/-/N-5xtbd""},{""category_name"":""Socks"",""category_url"":""https://www.target.com/c/socks-hosiery-women-s-clothing/-/N-55md0""},{""category_name"":""Hosiery"",""category_url"":""https://www.target.com/c/hosiery-socks-women-s-clothing/-/N-55mcz""},{""category_name"":""Women’s Adaptive Clothing"",""category_url"":""https://www.target.com/c/women-s-adaptive-clothing/-/N-r23zu""},{""category_name"":""Hanes Women's Underwear & Sock..."",""category_url"":""https://www.target.com/c/hanes-women-s-underwear-socks/-/N-nd9gg""},{""category_name"":""Hanes Women's Underwear & Sock..."",""category_url"":""https://www.target.com/c/hanes-women-s-underwear-socks/-/N-e0e69""}]"
"Women's Sabrina Carpenter Short Sleeve Graphic Boyfriend T-Shirt - White","Take on casual days in style with the Women's Sabrina Carpenter Short Sleeve Graphic Boyfriend T-Shirt in White. The T-shirt is crafted from lightweight woven fabric and 100% cotton material to keep you moving through the day in absolute comfort, while the short sleeve, pullover style makes for easy wear. It's tailored, featuring a crew neckline for on-trend style. Just pair it with your favorite trousers to complete the look.",4.72,"""$16.99""","20.011771630370802","[""https://target.scene7.com/is/image/Target/GUEST_6f6fa6eb-2887-4fc4-9aa4-5a054791b53e"",""https://target.scene7.com/is/image/Target/GUEST_15759f83-0d16-4c1b-a98c-b14ee47458fd"",""https://target.scene7.com/is/image/Target/GUEST_75a80409-c0d0-41f5-8939-739dc0bd6efd""]","Target","[{""category_name"":""Graphic Clothing"",""category_url"":""https://www.target.com/c/graphic-clothing/-/N-40ddb""},{""category_name"":""Graphic Tees"",""category_url"":""https://www.target.com/c/graphic-tees-sweatshirts-women-s-clothing/-/N-4y2xw""},{""category_name"":""Value Graphic Tees"",""category_url"":""https://www.target.com/c/value-graphic-tees/-/N-iofoz""},{""category_name"":""New Graphics"",""category_url"":""https://www.target.com/c/new-graphics/-/N-aw3xm""},{""category_name"":""Graphic Tees & Sweatshirts"",""category_url"":""https://www.target.com/c/graphic-tees-t-shirts-men-s-clothing/-/N-55cxi""},{""category_name"":""Young Adult New Arrivals"",""category_url"":""https://www.target.com/c/young-adult-new-arrivals/-/N-b7999""}]"
"Apple Watch Series 8 GPS + Cellular Stainless Steel Case","Apple Watch Series 8 features advanced health sensors and apps, so you can take an ECG,¹ measure heart rate and blood oxygen,² and track temperature changes³ for advanced insights into your menstrual cycle.⁴ And with Crash Detection, sleep stages tracking, and advanced workout metrics, it helps you stay active, healthy, safe, and connected.<br /><br />ACTIVITY<br />Track all the ways you move.<br />Made to help you move.<br />Made for movement.<br /><br />Stay active with customizable workouts and more advanced views. Close your Activity rings when you hit your personal daily goals. And stay motivated by listening to music, podcasts, and audiobooks from your wrist.<br /><br />HEALTH<br />A healthy leap ahead.<br /><br />Apple Watch Series 8 is a powerful health companion. Featuring advanced health sensors and apps, so you can take an ECG,1 measure heart rate¹ and blood oxygen,² and track temperature changes³ for advanced insights into your menstrual cycle.⁴<br /><br />CONNECT<br />Stay connected. Even without your iPhone.<br /><br />With available cellular, Apple Watch Series 8 keeps you connected to the people and things you care about, even when you’re abroad.¹ Take calls and answer messages, get emergency help when you need it,² and stream your favorite music, podcasts, and audiobooks.<br /><br />SAFETY<br />Emergency help. Always in reach.<br />Emergency help. Just a tap away.<br /><br />Apple Watch Series 8 helps keep you safe. Fall Detection, Emergency SOS,¹ and Crash Detection let you call for help when you need it most. And with available cellular, stay connected to the people and things you care about, even when you don’t have your phone.²<br /><br />What's in the Box<br />• Sport Band<br />• USB-C Magnetic Fast Charging Cable<br /><br />Technical specifications<br />Go to apple.com/watch/compare for a complete set.<br /><br />Legal<br />Apple Watch Series 8 requires an iPhone 8 or later with iOS 16 or later.<br />¹The ECG app and irregular rhythm notification require the latest versions of watchOS and iOS and are not intended for use by people under 22 years old. The ECG app is available on Apple Watch Series 4 or later (not including Apple Watch SE). The irregular rhythm notification is not designed for people who have been previously diagnosed with Afib.<br />²Blood Oxygen app measurements are not intended for medical use, including self-diagnosis or consultation with a doctor, and are only designed for general fitness and wellness purposes.<br />³The temperature sensing feature is not a medical device and is not intended for use in medical diagnosis, treatment, or for any other medical purpose.<br />⁴The Cycle Tracking app should not be used as a form of birth control. Data from the Cycle Tracking app should not be used to diagnose a health condition.<br />⁵Emergency SOS requires a cellular connection or Wi-Fi Calling with an internet connection from your Apple Watch or nearby iPhone.<br />⁶Apple Watch Series 8 has a water resistance rating of 50 meters under ISO standard 22810:2010. This means that it may be used for shallow-water activities like swimming in a pool or ocean. However, Apple Watch Series 8 should not be used for scuba diving, waterskiing, or other activities involving high-velocity water or submersion below shallow depth. Water resistance is not a permanent condition and can diminish over time. For additional information, see support.apple.com/en-us/HT205000.<br />⁷Apple Pay is not available in all markets. For a list of Apple Pay countries and regions, visit support.apple.com/en-us/HT207957.<br />⁸Battery life varies by use and configuration. See apple.com/batteries for more information.<br />⁹A subscription is required for Apple Fitness+.<br />¹⁰Wireless service plan required for cellular service. Contact your service provider for more details. Connection may vary based on network availability. Check apple.com/watch/cellular for participating wireless carriers and eligibility. See support.apple.com/en-us/HT207578 for additional setup instructions.<br />¹¹Not all features will be available if the Apple Watch is set up through Family Setup. Wireless service plan required for cellular service. Contact your service provider for more details. Check apple.com/watch/cellular for participating wireless carriers and eligibility.",4.12,"""$749.99""","","[""https://target.scene7.com/is/image/Target/GUEST_a843b285-4980-4c95-946d-fec46edf9c62"",""https://target.scene7.com/is/image/Target/GUEST_06fe12bb-5edc-4602-a10f-bea626a46888"",""https://target.scene7.com/is/image/Target/GUEST_8eb47f86-63c3-40ff-8bf0-a9a4f591d914"",""https://target.scene7.com/is/image/Target/GUEST_6b59d69c-5dd0-46e8-874b-72ca72060d7e"",""https://target.scene7.com/is/image/Target/GUEST_a7b092e3-cca4-4cc2-ab71-0b7a582ba0ee"",""https://target.scene7.com/is/image/Target/GUEST_5c4922eb-a610-4c79-8fd9-2555a279d957"",""https://target.scene7.com/is/image/Target/GUEST_e960c887-3e1c-48b5-8c29-092d2b8a0cab"",""https://target.scene7.com/is/image/Target/GUEST_c5d9127d-6774-4eed-b37f-fa66d68f7208"",""https://target.scene7.com/is/image/Target/GUEST_5d83f60b-290a-4c3e-800e-15b2a25b3d5e""]","Target","[{""category_name"":""Smartwatches"",""category_url"":""https://www.target.com/c/smart-watches-wearable-technology-electronics/-/N-557u9""},{""category_name"":""Wearable Technology"",""category_url"":""https://www.target.com/c/wearable-technology-electronics/-/N-551ss""},{""category_name"":""Wearable Tech Gifts"",""category_url"":""https://www.target.com/c/wearable-tech-gifts/-/N-4idc0""},{""category_name"":""Wearable Tech Deals"",""category_url"":""https://www.target.com/c/wearable-tech-deals/-/N-fx8s1""},{""category_name"":""Apple Watch"",""category_url"":""https://www.target.com/c/apple-watch/-/N-4xudd""},{""category_name"":""Apple Watch Series 9"",""category_url"":""https://www.target.com/c/apple-watch-series-9/-/N-oaa7c""}]"
